session_id,minute_index,viewer_count,join_rate_per_min,comment_rate_per_min,aud_u18_share,aud_18_24_share,aud_25_plus_share,aud_unknown_share,text_signal,audio_signal,visual_signal,behavior_signal,novelty_score,risk_score,event_flag
sess_000431,2,67,0.2539,0.2307,0.6578,0.1105,0.0714,0.1603,0.075,0.0632,0.03,0.0881,0.1452,0.1101,
sess_000431,3,87,0.1897,0.3456,0.6578,0.1105,0.0714,0.1603,0.075,0.0632,0.03,0.0881,0.1452,0.1101,
sess_000431,4,76,0.1869,0.4219,0.6578,0.1105,0.0714,0.1603,0.075,0.0632,0.03,0.0881,0.1452,0.1101,
sess_000431,5,111,0.3113,0.4296,0.6578,0.1105,0.0714,0.1603,0.075,0.0632,0.03,0.0881,0.1452,0.1101,
sess_000431,6,120,0.3156,0.1928,0.6578,0.1105,0.0714,0.1603,0.075,0.0632,0.03,0.0881,0.1452,0.1101,
sess_000431,7,123,0.3134,0.1711,0.6578,0.1105,0.0714,0.1603,0.075,0.0632,0.03,0.0881,0.1452,0.1101,
sess_000431,8,116,0.3679,0.3149,0.6578,0.1105,0.0714,0.1603,0.075,0.0632,0.03,0.0881,0.1452,0.1101,
sess_000431,9,119,0.3076,0.2992,0.6578,0.1105,0.0714,0.1603,0.075,0.0632,0.03,0.0881,0.1452,0.1101,
sess_000431,10,134,0.3084,0.3795,0.6578,0.1105,0.0714,0.1603,0.075,0.0632,0.03,0.0881,0.1452,0.1101,
sess_000431,11,144,0.2693,0.31,0.6578,0.1105,0.0714,0.1603,0.075,0.0632,0.03,0.0881,0.1452,0.1101,
sess_000431,12,161,0.1739,0.3081,0.6578,0.1105,0.0714,0.1603,0.075,0.0632,0.03,0.0881,0.1452,0.1101,
sess_000431,13,156,0.2676,0.2221,0.6578,0.1105,0.0714,0.1603,0.075,0.0632,0.03,0.0881,0.1452,0.1101,
sess_000431,14,182,0.2059,0.4773,0.6578,0.1105,0.0714,0.1603,0.075,0.0632,0.03,0.0881,0.1452,0.1101,
sess_000432,0,14,0.0933,0.7463,0.3455,0.2542,0.0545,0.3458,0.149,0.028,0.2554,0.0639,0.2416,0.1413,
sess_000432,1,25,0.0805,0.7102,0.3455,0.2542,0.0545,0.3458,0.149,0.028,0.2554,0.0639,0.2416,0.1413,
sess_000432,2,32,0.101,0.5602,0.3455,0.2542,0.0545,0.3458,0.149,0.028,0.2554,0.0639,0.2416,0.1413,
sess_000432,3,35,0.0809,0.4144,0.3455,0.2542,0.0545,0.3458,0.149,0.028,0.2554,0.0639,0.2416,0.1413,
sess_000432,4,44,0.0865,0.8168,0.3455,0.2542,0.0545,0.3458,0.149,0.028,0.2554,0.0639,0.2416,0.1413,
sess_000433,0,40,0.1128,6.6045,,,,,0.1785,0.0401,0.1465,0.2508,0.2149,0.1871,
sess_000433,1,37,0.1431,10.7897,,,,,0.1785,0.0401,0.1465,0.2508,0.2149,0.1871,report_spike
sess_000433,2,49,0.0896,4.3647,,,,,0.1785,0.0401,0.1465,0.2508,0.2149,0.1871,
sess_000433,3,55,0.0826,4.1048,,,,,0.1785,0.0401,0.1465,0.2508,0.2149,0.1871,
sess_000433,4,58,0.0855,2.4104,,,,,0.1785,0.0401,0.1465,0.2508,0.2149,0.1871,
sess_000433,5,50,0.091,4.6518,,,,,0.1785,0.0401,0.1465,0.2508,0.2149,0.1871,
sess_000433,6,61,0.0932,4.8442,,,,,0.1785,0.0401,0.1465,0.2508,0.2149,0.1871,
sess_000433,7,65,0.089,5.1106,,,,,0.1785,0.0401,0.1465,0.2508,0.2149,0.1871,
sess_000433,8,73,0.1366,9.5595,,,,,0.1785,0.0401,0.1465,0.2508,0.2149,0.1871,
sess_000433,9,68,0.1206,4.9854,,,,,0.1785,0.0401,0.1465,0.2508,0.2149,0.1871,
sess_000433,10,89,0.0933,4.1326,,,,,0.1785,0.0401,0.1465,0.2508,0.2149,0.1871,
sess_000433,11,82,0.1369,4.9454,,,,,0.1785,0.0401,0.1465,0.2508,0.2149,0.1871,
sess_000434,0,107,0.2032,1.2544,0.2378,0.357,0.0892,0.3159,0.0883,0.1148,0.1652,0.14,0.0725,0.1641,
sess_000434,1,143,0.2561,1.4627,0.2378,0.357,0.0892,0.3159,0.0883,0.1148,0.1652,0.14,0.0725,0.1641,
sess_000434,2,215,0.1612,1.0154,0.2378,0.357,0.0892,0.3159,0.0883,0.1148,0.1652,0.14,0.0725,0.1641,
sess_000434,3,228,0.2536,1.4513,0.2378,0.357,0.0892,0.3159,0.0883,0.1148,0.1652,0.14,0.0725,0.1641,
sess_000434,4,218,0.2958,1.7645,0.2378,0.357,0.0892,0.3159,0.0883,0.1148,0.1652,0.14,0.0725,0.1641,
sess_000434,5,238,0.1489,1.4147,0.2378,0.357,0.0892,0.3159,0.0883,0.1148,0.1652,0.14,0.0725,0.1641,
sess_000434,6,273,0.262,1.7897,0.2378,0.357,0.0892,0.3159,0.0883,0.1148,0.1652,0.14,0.0725,0.1641,
sess_000434,7,300,0.1722,2.9188,0.2378,0.357,0.0892,0.3159,0.0883,0.1148,0.1652,0.14,0.0725,0.1641,
sess_000434,8,347,0.2709,1.7622,0.2378,0.357,0.0892,0.3159,0.0883,0.1148,0.1652,0.14,0.0725,0.1641,
sess_000434,9,353,0.1137,1.9324,0.2378,0.357,0.0892,0.3159,0.0883,0.1148,0.1652,0.14,0.0725,0.1641,
sess_000434,10,410,0.1872,1.275,0.2378,0.357,0.0892,0.3159,0.0883,0.1148,0.1652,0.14,0.0725,0.1641,
sess_000434,11,380,0.1745,1.3027,0.2378,0.357,0.0892,0.3159,0.0883,0.1148,0.1652,0.14,0.0725,0.1641,
sess_000434,12,410,0.266,1.9814,0.2378,0.357,0.0892,0.3159,0.0883,0.1148,0.1652,0.14,0.0725,0.1641,
sess_000434,13,396,0.1831,2.0143,0.2378,0.357,0.0892,0.3159,0.0883,0.1148,0.1652,0.14,0.0725,0.1641,
sess_000434,14,460,0.2055,1.3168,0.2378,0.357,0.0892,0.3159,0.0883,0.1148,0.1652,0.14,0.0725,0.1641,
sess_000435,0,9,,0.1218,0.1505,0.5807,0.1551,0.1138,0.1275,0.0185,0.0814,0.1798,0.5571,0.1678,
sess_000436,0,80,,0.0595,0.3446,0.6317,0.0063,0.0174,0.3019,0.0578,0.0361,0.1019,0.2513,0.1451,
sess_000437,0,21,0.0621,0.4124,0.0514,0.3515,0.5125,0.0846,0.0397,0.2136,0.0598,0.3492,0.1264,0.1759,
sess_000437,1,18,0.033,0.4954,0.0514,0.3515,0.5125,0.0846,0.0397,0.2136,0.0598,0.3492,0.1264,0.1759,
sess_000437,2,25,0.0489,0.488,0.0514,0.3515,0.5125,0.0846,0.0397,0.2136,0.0598,0.3492,0.1264,0.1759,
sess_000437,3,29,0.0473,0.2416,0.0514,0.3515,0.5125,0.0846,0.0397,0.2136,0.0598,0.3492,0.1264,0.1759,
sess_000437,4,33,0.0543,0.2675,0.0514,0.3515,0.5125,0.0846,0.0397,0.2136,0.0598,0.3492,0.1264,0.1759,
sess_000437,5,31,0.0904,0.317,0.0514,0.3515,0.5125,0.0846,0.0397,0.2136,0.0598,0.3492,0.1264,0.1759,
sess_000437,6,35,0.056,0.3217,0.0514,0.3515,0.5125,0.0846,0.0397,0.2136,0.0598,0.3492,0.1264,0.1759,
sess_000437,7,36,0.0529,0.243,0.0514,0.3515,0.5125,0.0846,0.0397,0.2136,0.0598,0.3492,0.1264,0.1759,
sess_000437,8,47,0.0531,0.2973,0.0514,0.3515,0.5125,0.0846,0.0397,0.2136,0.0598,0.3492,0.1264,0.1759,
sess_000437,9,45,0.0588,0.3495,0.0514,0.3515,0.5125,0.0846,0.0397,0.2136,0.0598,0.3492,0.1264,0.1759,
sess_000437,10,55,0.0623,0.3885,0.0514,0.3515,0.5125,0.0846,0.0397,0.2136,0.0598,0.3492,0.1264,0.1759,
sess_000437,11,48,0.0452,0.3873,0.0514,0.3515,0.5125,0.0846,0.0397,0.2136,0.0598,0.3492,0.1264,0.1759,
sess_000437,12,51,0.0648,0.2329,0.0514,0.3515,0.5125,0.0846,0.0397,0.2136,0.0598,0.3492,0.1264,0.1759,
sess_000437,13,54,0.0407,0.4249,0.0514,0.3515,0.5125,0.0846,0.0397,0.2136,0.0598,0.3492,0.1264,0.1759,
sess_000437,14,56,0.0299,0.4793,0.0514,0.3515,0.5125,0.0846,0.0397,0.2136,0.0598,0.3492,0.1264,0.1759,
sess_000438,0,96,,0.1159,0.785,0.1019,0.0001,0.1129,0.1472,0.0232,0.0699,0.1675,0.827,0.1868,
sess_000439,0,10,,0.0539,0.2105,0.5669,0.1139,0.1087,0.0757,0.0412,0.2001,0.2779,0.0307,0.1565,
sess_000440,0,15,,0.0501,0.0677,0.2345,0.4221,0.2757,0.2313,0.1765,0.1323,0.1572,0.3733,0.2217,
sess_000441,0,41,,0.1708,0.34,0.3368,0.1364,0.1868,0.071,0.1434,0.1448,0.0288,0.0694,0.0935,
sess_000442,0,18,,0.1169,0.0571,0.3006,0.6256,0.0167,0.0266,0.061,0.0177,0.1012,0.1053,0.0722,
sess_000443,0,15,,0.0395,0.2828,0.2469,0.365,0.1053,0.0475,0.1029,0.083,0.1725,0.1653,0.104,
sess_000444,0,59,0.1027,0.4118,0.4504,0.1472,0.2377,0.1648,0.0852,0.0929,0.2077,0.1583,0.2022,0.1344,
sess_000444,1,85,0.182,0.3242,0.4504,0.1472,0.2377,0.1648,0.0852,0.0929,0.2077,0.1583,0.2022,0.1344,
sess_000444,2,74,0.1268,0.2012,0.4504,0.1472,0.2377,0.1648,0.0852,0.0929,0.2077,0.1583,0.2022,0.1344,
sess_000444,3,100,0.1053,0.2111,0.4504,0.1472,0.2377,0.1648,0.0852,0.0929,0.2077,0.1583,0.2022,0.1344,
sess_000444,4,88,0.1326,0.3509,0.4504,0.1472,0.2377,0.1648,0.0852,0.0929,0.2077,0.1583,0.2022,0.1344,
sess_000444,5,91,0.083,0.2621,0.4504,0.1472,0.2377,0.1648,0.0852,0.0929,0.2077,0.1583,0.2022,0.1344,
sess_000444,6,104,0.1283,0.2596,0.4504,0.1472,0.2377,0.1648,0.0852,0.0929,0.2077,0.1583,0.2022,0.1344,
sess_000444,7,110,0.0979,0.4741,0.4504,0.1472,0.2377,0.1648,0.0852,0.0929,0.2077,0.1583,0.2022,0.1344,
sess_000444,8,133,0.1933,0.1877,0.4504,0.1472,0.2377,0.1648,0.0852,0.0929,0.2077,0.1583,0.2022,0.1344,
sess_000444,9,132,0.1227,0.2405,0.4504,0.1472,0.2377,0.1648,0.0852,0.0929,0.2077,0.1583,0.2022,0.1344,
sess_000444,10,127,0.259,0.2605,0.4504,0.1472,0.2377,0.1648,0.0852,0.0929,0.2077,0.1583,0.2022,0.1344,
sess_000444,11,135,0.1412,0.3712,0.4504,0.1472,0.2377,0.1648,0.0852,0.0929,0.2077,0.1583,0.2022,0.1344,
sess_000444,12,149,0.145,0.4036,0.4504,0.1472,0.2377,0.1648,0.0852,0.0929,0.2077,0.1583,0.2022,0.1344,
sess_000444,13,150,0.1426,0.2273,0.4504,0.1472,0.2377,0.1648,0.0852,0.0929,0.2077,0.1583,0.2022,0.1344,
sess_000444,14,159,0.2113,0.2755,0.4504,0.1472,0.2377,0.1648,0.0852,0.0929,0.2077,0.1583,0.2022,0.1344,
sess_000445,0,58,0.1636,0.8898,0.2675,0.4098,0.1602,0.1624,0.0278,0.1985,0.097,0.0597,0.1196,0.096,
sess_000445,1,57,0.1357,1.3296,0.2675,0.4098,0.1602,0.1624,0.0278,0.1985,0.097,0.0597,0.1196,0.096,
sess_000445,2,62,0.1437,1.055,0.2675,0.4098,0.1602,0.1624,0.0278,0.1985,0.097,0.0597,0.1196,0.096,
sess_000445,3,74,0.1686,1.0,0.2675,0.4098,0.1602,0.1624,0.0278,0.1985,0.097,0.0597,0.1196,0.096,
sess_000445,4,79,0.1341,0.4695,0.2675,0.4098,0.1602,0.1624,0.0278,0.1985,0.097,0.0597,0.1196,0.096,
sess_000445,5,86,0.1041,0.9166,0.2675,0.4098,0.1602,0.1624,0.0278,0.1985,0.097,0.0597,0.1196,0.096,
sess_000445,6,94,0.1524,1.994,0.2675,0.4098,0.1602,0.1624,0.0278,0.1985,0.097,0.0597,0.1196,0.096,
sess_000445,7,112,0.1355,1.1981,0.2675,0.4098,0.1602,0.1624,0.0278,0.1985,0.097,0.0597,0.1196,0.096,
sess_000445,8,104,0.1426,1.0619,0.2675,0.4098,0.1602,0.1624,0.0278,0.1985,0.097,0.0597,0.1196,0.096,
sess_000445,9,106,0.1211,0.544,0.2675,0.4098,0.1602,0.1624,0.0278,0.1985,0.097,0.0597,0.1196,0.096,
sess_000445,10,119,0.1347,0.9605,0.2675,0.4098,0.1602,0.1624,0.0278,0.1985,0.097,0.0597,0.1196,0.096,
sess_000445,11,119,0.1332,1.0429,0.2675,0.4098,0.1602,0.1624,0.0278,0.1985,0.097,0.0597,0.1196,0.096,
sess_000445,12,138,0.1453,0.8832,0.2675,0.4098,0.1602,0.1624,0.0278,0.1985,0.097,0.0597,0.1196,0.096,
sess_000445,13,140,0.1449,0.8493,0.2675,0.4098,0.1602,0.1624,0.0278,0.1985,0.097,0.0597,0.1196,0.096,
sess_000445,14,141,0.1236,1.1282,0.2675,0.4098,0.1602,0.1624,0.0278,0.1985,0.097,0.0597,0.1196,0.096,
sess_000446,0,26,0.2262,7.6276,0.1253,0.4411,0.0573,0.3762,0.0554,0.1003,0.0773,0.201,0.0891,0.1239,
sess_000446,1,33,0.3322,6.1464,0.1253,0.4411,0.0573,0.3762,0.0554,0.1003,0.0773,0.201,0.0891,0.1239,
sess_000446,2,33,0.3303,6.2405,0.1253,0.4411,0.0573,0.3762,0.0554,0.1003,0.0773,0.201,0.0891,0.1239,
sess_000446,3,33,0.2272,7.9059,0.1253,0.4411,0.0573,0.3762,0.0554,0.1003,0.0773,0.201,0.0891,0.1239,
sess_000446,4,35,0.203,4.2503,0.1253,0.4411,0.0573,0.3762,0.0554,0.1003,0.0773,0.201,0.0891,0.1239,
sess_000446,5,38,0.2047,15.3251,0.1253,0.4411,0.0573,0.3762,0.0554,0.1003,0.0773,0.201,0.0891,0.1239,
sess_000446,6,43,0.2292,6.3093,0.1253,0.4411,0.0573,0.3762,0.0554,0.1003,0.0773,0.201,0.0891,0.1239,
sess_000446,7,47,0.2738,4.227,0.1253,0.4411,0.0573,0.3762,0.0554,0.1003,0.0773,0.201,0.0891,0.1239,
sess_000446,8,47,0.2442,5.0454,0.1253,0.4411,0.0573,0.3762,0.0554,0.1003,0.0773,0.201,0.0891,0.1239,
sess_000446,9,48,0.3227,6.9759,0.1253,0.4411,0.0573,0.3762,0.0554,0.1003,0.0773,0.201,0.0891,0.1239,
sess_000446,10,55,0.1632,5.1449,0.1253,0.4411,0.0573,0.3762,0.0554,0.1003,0.0773,0.201,0.0891,0.1239,
sess_000446,11,61,0.2861,3.9366,0.1253,0.4411,0.0573,0.3762,0.0554,0.1003,0.0773,0.201,0.0891,0.1239,
sess_000446,12,66,0.1414,6.1857,0.1253,0.4411,0.0573,0.3762,0.0554,0.1003,0.0773,0.201,0.0891,0.1239,
sess_000446,13,69,0.1752,5.0071,0.1253,0.4411,0.0573,0.3762,0.0554,0.1003,0.0773,0.201,0.0891,0.1239,
sess_000446,14,60,0.369,4.4411,0.1253,0.4411,0.0573,0.3762,0.0554,0.1003,0.0773,0.201,0.0891,0.1239,
sess_000447,0,18,0.0506,0.2735,,,,,0.0795,0.4376,0.0366,0.2079,0.1872,0.1467,
sess_000447,1,20,0.0482,0.5261,,,,,0.0795,0.4376,0.0366,0.2079,0.1872,0.1467,
sess_000447,2,31,0.0298,0.3864,,,,,0.0795,0.4376,0.0366,0.2079,0.1872,0.1467,
sess_000447,3,30,0.05,0.5452,,,,,0.0795,0.4376,0.0366,0.2079,0.1872,0.1467,
sess_000447,4,33,0.0363,0.2684,,,,,0.0795,0.4376,0.0366,0.2079,0.1872,0.1467,
sess_000447,5,35,0.0594,0.4026,,,,,0.0795,0.4376,0.0366,0.2079,0.1872,0.1467,
sess_000447,6,32,0.0357,0.4878,,,,,0.0795,0.4376,0.0366,0.2079,0.1872,0.1467,
sess_000447,7,38,0.0478,0.556,,,,,0.0795,0.4376,0.0366,0.2079,0.1872,0.1467,
sess_000447,8,38,0.0418,0.3189,,,,,0.0795,0.4376,0.0366,0.2079,0.1872,0.1467,
sess_000447,9,46,0.0563,0.2281,,,,,0.0795,0.4376,0.0366,0.2079,0.1872,0.1467,
sess_000447,10,47,0.0577,0.2001,,,,,0.0795,0.4376,0.0366,0.2079,0.1872,0.1467,
sess_000447,11,50,0.0342,0.3059,,,,,0.0795,0.4376,0.0366,0.2079,0.1872,0.1467,
sess_000447,12,45,0.0657,0.3381,,,,,0.0795,0.4376,0.0366,0.2079,0.1872,0.1467,
sess_000447,13,53,0.0504,0.2659,,,,,0.0795,0.4376,0.0366,0.2079,0.1872,0.1467,
sess_000447,14,54,0.0677,0.7212,,,,,0.0795,0.4376,0.0366,0.2079,0.1872,0.1467,
sess_000448,0,9,,0.1206,0.224,0.4606,0.2668,0.0486,0.1462,0.0508,0.121,0.0491,0.6047,0.1584,
sess_000449,0,14,,0.2824,0.2017,0.209,0.2728,0.3165,0.0667,0.0917,0.0363,0.247,0.2909,0.1441,
sess_000450,0,21,0.2698,0.9441,0.5029,0.4559,0.0151,0.0261,0.2672,0.0385,0.2792,0.2958,0.4638,0.2623,
sess_000450,1,20,0.2424,1.7178,0.5029,0.4559,0.0151,0.0261,0.2672,0.0385,0.2792,0.2958,0.4638,0.2623,
sess_000450,2,28,0.2988,1.3563,0.5029,0.4559,0.0151,0.0261,0.2672,0.0385,0.2792,0.2958,0.4638,0.2623,
sess_000450,3,34,0.3634,2.5323,0.5029,0.4559,0.0151,0.0261,0.2672,0.0385,0.2792,0.2958,0.4638,0.2623,
sess_000450,4,31,0.2388,2.0758,0.5029,0.4559,0.0151,0.0261,0.2672,0.0385,0.2792,0.2958,0.4638,0.2623,
sess_000450,5,35,0.2615,1.7376,0.5029,0.4559,0.0151,0.0261,0.2672,0.0385,0.2792,0.2958,0.4638,0.2623,
sess_000450,6,36,0.3796,1.7359,0.5029,0.4559,0.0151,0.0261,0.2672,0.0385,0.2792,0.2958,0.4638,0.2623,
sess_000450,7,40,0.2096,1.0601,0.5029,0.4559,0.0151,0.0261,0.2672,0.0385,0.2792,0.2958,0.4638,0.2623,
sess_000450,8,49,0.4944,3.6294,0.5029,0.4559,0.0151,0.0261,0.2672,0.0385,0.2792,0.2958,0.4638,0.2623,
sess_000450,9,48,0.2433,2.3398,0.5029,0.4559,0.0151,0.0261,0.2672,0.0385,0.2792,0.2958,0.4638,0.2623,
sess_000450,10,49,0.2695,1.6464,0.5029,0.4559,0.0151,0.0261,0.2672,0.0385,0.2792,0.2958,0.4638,0.2623,
sess_000450,11,59,0.3113,1.4731,0.5029,0.4559,0.0151,0.0261,0.2672,0.0385,0.2792,0.2958,0.4638,0.2623,
sess_000450,12,50,0.3283,1.8484,0.5029,0.4559,0.0151,0.0261,0.2672,0.0385,0.2792,0.2958,0.4638,0.2623,
sess_000450,13,58,0.3185,1.5844,0.5029,0.4559,0.0151,0.0261,0.2672,0.0385,0.2792,0.2958,0.4638,0.2623,
sess_000450,14,57,0.1808,1.4124,0.5029,0.4559,0.0151,0.0261,0.2672,0.0385,0.2792,0.2958,0.4638,0.2623,
sess_000451,0,8,,0.1374,0.328,0.0168,0.3665,0.2887,0.3341,0.3401,0.2678,0.0749,0.063,0.1858,
sess_000452,0,43,0.082,0.2748,0.3787,0.4263,0.1158,0.0793,0.1266,0.0446,0.3029,0.1943,0.5593,0.2169,
sess_000452,1,43,0.0917,0.292,0.3787,0.4263,0.1158,0.0793,0.1266,0.0446,0.3029,0.1943,0.5593,0.2169,
sess_000452,2,58,0.1044,0.2583,0.3787,0.4263,0.1158,0.0793,0.1266,0.0446,0.3029,0.1943,0.5593,0.2169,
sess_000452,3,54,0.069,0.2103,0.3787,0.4263,0.1158,0.0793,0.1266,0.0446,0.3029,0.1943,0.5593,0.2169,
sess_000452,4,60,0.0704,0.3187,0.3787,0.4263,0.1158,0.0793,0.1266,0.0446,0.3029,0.1943,0.5593,0.2169,
sess_000452,5,54,0.0812,0.27,0.3787,0.4263,0.1158,0.0793,0.1266,0.0446,0.3029,0.1943,0.5593,0.2169,
sess_000452,6,64,0.1554,0.492,0.3787,0.4263,0.1158,0.0793,0.1266,0.0446,0.3029,0.1943,0.5593,0.2169,
sess_000452,7,69,0.0829,0.2454,0.3787,0.4263,0.1158,0.0793,0.1266,0.0446,0.3029,0.1943,0.5593,0.2169,
sess_000452,8,68,0.0841,0.5008,0.3787,0.4263,0.1158,0.0793,0.1266,0.0446,0.3029,0.1943,0.5593,0.2169,
sess_000452,9,61,0.1127,0.4694,0.3787,0.4263,0.1158,0.0793,0.1266,0.0446,0.3029,0.1943,0.5593,0.2169,
sess_000452,10,71,0.0881,0.2696,0.3787,0.4263,0.1158,0.0793,0.1266,0.0446,0.3029,0.1943,0.5593,0.2169,
sess_000452,11,87,0.0921,0.3511,0.3787,0.4263,0.1158,0.0793,0.1266,0.0446,0.3029,0.1943,0.5593,0.2169,
sess_000452,12,85,0.1311,0.2659,0.3787,0.4263,0.1158,0.0793,0.1266,0.0446,0.3029,0.1943,0.5593,0.2169,
sess_000452,13,112,0.069,0.2169,0.3787,0.4263,0.1158,0.0793,0.1266,0.0446,0.3029,0.1943,0.5593,0.2169,
sess_000452,14,104,0.1093,0.4905,0.3787,0.4263,0.1158,0.0793,0.1266,0.0446,0.3029,0.1943,0.5593,0.2169,
sess_000453,0,29,,0.0194,0.4819,0.3241,0.1397,0.0543,0.1705,0.1307,0.0223,0.3786,0.1874,0.1856,
sess_000454,0,47,,0.1554,0.0384,0.0967,0.3861,0.4787,0.1361,0.2049,0.042,0.028,0.075,0.0741,
sess_000455,0,11,0.166,0.3219,0.2815,0.6034,0.0839,0.0312,0.0622,0.0673,0.0596,0.1594,0.4501,0.1372,
sess_000455,1,16,0.1661,0.4471,0.2815,0.6034,0.0839,0.0312,0.0622,0.0673,0.0596,0.1594,0.4501,0.1372,
sess_000455,2,22,0.281,0.2599,0.2815,0.6034,0.0839,0.0312,0.0622,0.0673,0.0596,0.1594,0.4501,0.1372,
sess_000455,3,20,0.3247,0.2217,0.2815,0.6034,0.0839,0.0312,0.0622,0.0673,0.0596,0.1594,0.4501,0.1372,
sess_000455,4,24,0.1538,0.6028,0.2815,0.6034,0.0839,0.0312,0.0622,0.0673,0.0596,0.1594,0.4501,0.1372,
sess_000455,5,24,0.3857,0.6122,0.2815,0.6034,0.0839,0.0312,0.0622,0.0673,0.0596,0.1594,0.4501,0.1372,
sess_000455,6,26,0.1845,0.3579,0.2815,0.6034,0.0839,0.0312,0.0622,0.0673,0.0596,0.1594,0.4501,0.1372,
sess_000455,7,28,0.1998,0.1871,0.2815,0.6034,0.0839,0.0312,0.0622,0.0673,0.0596,0.1594,0.4501,0.1372,
sess_000455,8,29,0.1674,0.4056,0.2815,0.6034,0.0839,0.0312,0.0622,0.0673,0.0596,0.1594,0.4501,0.1372,
sess_000455,9,35,0.2658,0.3769,0.2815,0.6034,0.0839,0.0312,0.0622,0.0673,0.0596,0.1594,0.4501,0.1372,
sess_000455,10,33,0.2325,0.4413,0.2815,0.6034,0.0839,0.0312,0.0622,0.0673,0.0596,0.1594,0.4501,0.1372,
sess_000455,11,35,0.2276,0.3178,0.2815,0.6034,0.0839,0.0312,0.0622,0.0673,0.0596,0.1594,0.4501,0.1372,
sess_000455,12,42,0.2733,0.4138,0.2815,0.6034,0.0839,0.0312,0.0622,0.0673,0.0596,0.1594,0.4501,0.1372,
sess_000455,13,37,0.2307,0.3167,0.2815,0.6034,0.0839,0.0312,0.0622,0.0673,0.0596,0.1594,0.4501,0.1372,
sess_000455,14,42,0.1494,0.2285,0.2815,0.6034,0.0839,0.0312,0.0622,0.0673,0.0596,0.1594,0.4501,0.1372,
sess_000456,0,18,,0.0228,0.0284,0.1928,0.4551,0.3237,0.0316,0.0309,0.1315,0.2028,0.2899,0.1594,
sess_000457,0,36,0.1112,0.3838,0.0495,0.4018,0.2281,0.3206,0.0636,0.1205,0.2243,0.8243,0.0885,0.3384,
sess_000457,1,54,0.1072,0.4935,0.0495,0.4018,0.2281,0.3206,0.0636,0.1205,0.2243,0.8243,0.0885,0.3384,
sess_000457,2,45,0.1171,0.3219,0.0495,0.4018,0.2281,0.3206,0.0636,0.1205,0.2243,0.8243,0.0885,0.3384,
sess_000457,3,39,0.0952,0.3823,0.0495,0.4018,0.2281,0.3206,0.0636,0.1205,0.2243,0.8243,0.0885,0.3384,
sess_000457,4,50,0.0925,0.3272,0.0495,0.4018,0.2281,0.3206,0.0636,0.1205,0.2243,0.8243,0.0885,0.3384,
sess_000457,5,68,0.0943,0.3143,0.0495,0.4018,0.2281,0.3206,0.0636,0.1205,0.2243,0.8243,0.0885,0.3384,
sess_000457,6,58,0.0517,0.4893,0.0495,0.4018,0.2281,0.3206,0.0636,0.1205,0.2243,0.8243,0.0885,0.3384,
sess_000457,7,73,0.0796,0.3815,0.0495,0.4018,0.2281,0.3206,0.0636,0.1205,0.2243,0.8243,0.0885,0.3384,
sess_000457,8,74,0.0513,0.448,0.0495,0.4018,0.2281,0.3206,0.0636,0.1205,0.2243,0.8243,0.0885,0.3384,report_spike
sess_000457,9,94,0.0669,0.5153,0.0495,0.4018,0.2281,0.3206,0.0636,0.1205,0.2243,0.8243,0.0885,0.3384,
sess_000457,10,89,0.0727,0.2385,0.0495,0.4018,0.2281,0.3206,0.0636,0.1205,0.2243,0.8243,0.0885,0.3384,
sess_000457,11,86,0.0757,0.3903,0.0495,0.4018,0.2281,0.3206,0.0636,0.1205,0.2243,0.8243,0.0885,0.3384,
sess_000457,12,86,0.1165,0.2512,0.0495,0.4018,0.2281,0.3206,0.0636,0.1205,0.2243,0.8243,0.0885,0.3384,
sess_000457,13,91,0.0886,0.7287,0.0495,0.4018,0.2281,0.3206,0.0636,0.1205,0.2243,0.8243,0.0885,0.3384,
sess_000457,14,99,0.0873,0.3302,0.1689,0.3514,0.1995,0.2803,0.0636,0.1205,0.2243,0.8243,0.0885,0.3384,audience_shift
sess_000458,0,9,,0.0539,0.018,0.2313,0.4097,0.3409,0.0443,0.0478,0.1722,0.3064,0.3689,0.1978,
sess_000459,0,22,,0.1543,0.4232,0.3295,0.2336,0.0137,0.1047,0.0134,0.1125,0.0813,0.5294,0.1309,
sess_000460,0,14,,0.3713,0.5972,0.2457,0.106,0.0511,0.464,0.195,0.0771,0.0254,0.1575,0.1739,
sess_000461,0,188,0.2241,1.2681,0.3729,0.2248,0.3533,0.049,0.2261,0.1149,0.0467,0.2463,0.1347,0.2064,
sess_000461,1,190,0.3254,0.8537,0.3729,0.2248,0.3533,0.049,0.2261,0.1149,0.0467,0.2463,0.1347,0.2064,
sess_000461,2,216,0.2243,0.4283,0.3729,0.2248,0.3533,0.049,0.2261,0.1149,0.0467,0.2463,0.1347,0.2064,
sess_000461,3,277,0.1725,0.7142,0.3729,0.2248,0.3533,0.049,0.2261,0.1149,0.0467,0.2463,0.1347,0.2064,
sess_000461,4,327,0.1906,0.7,0.3729,0.2248,0.3533,0.049,0.2261,0.1149,0.0467,0.2463,0.1347,0.2064,
sess_000461,5,258,0.2264,0.4351,0.3729,0.2248,0.3533,0.049,0.2261,0.1149,0.0467,0.2463,0.1347,0.2064,
sess_000461,6,329,0.196,0.4385,0.3729,0.2248,0.3533,0.049,0.2261,0.1149,0.0467,0.2463,0.1347,0.2064,
