session_id,platform,content_format,creator_account_id,creator_age_band,creator_region,account_tenure_days,start_time_local,duration_sec,category,aud_u18_share,aud_18_24_share,aud_25_plus_share,aud_unknown_share,viewer_peak,join_rate_per_min,exit_rate_per_min,comment_rate_per_min,cross_age_interaction_rate,text_signal,audio_signal,visual_signal,behavior_signal,novelty_score,trend_cluster_id,risk_score,risk_velocity,confidence_band,risk_tier,abstain_flag,suggested_action_tier,human_review_required,moderator_decision,final_action_taken,raw_report_count,downstream_harm_report_count,policy_violation_downstream,appeal_or_reversal,driver_age_risk,driver_boundary_escalation,driver_contextual_vulnerability,driver_emerging_trend
sess_000397,facebook,short_video,acct_001995,18_24,MEA,107,2025-11-12T17:23:00,20,news,0.1456,0.7215,0.0954,0.0375,12,,,0.1048,0.139,0.2289,0.0268,0.0021,0.1567,0.1903,trend_17,0.133,-0.0234,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000398,facebook,short_video,acct_001235,18_24,EU,687,2025-12-26T08:29:00,28,beauty,0.1618,0.4551,0.1475,0.2355,117,,,0.102,0.1509,0.182,0.0181,0.1262,0.2016,0.2067,trend_10,0.1598,-0.0101,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000399,tiktok,short_video,acct_001364,25_plus,MEA,188,2025-11-06T14:45:00,31,comedy,0.0027,0.3879,0.3928,0.2166,18,,,0.0394,0.4162,0.1238,0.0133,0.0015,0.1704,0.4025,trend_06,0.1667,-0.0007,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000400,tiktok,short_video,acct_000341,25_plus,APAC,146,2025-11-28T04:58:00,56,general,0.2892,0.0967,0.4533,0.1608,42,,,0.0872,0.2671,0.159,0.233,0.0106,0.1441,0.3773,trend_37,0.1703,0.0124,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000401,tiktok,short_video,acct_001786,18_24,LATAM,92,2025-11-14T01:02:00,26,music,0.1493,0.3417,0.4608,0.0482,16,,,0.1029,0.0788,0.0444,0.0431,0.0995,0.2698,0.0144,trend_10,0.1184,0.002,high,low,False,none,False,unknown,none,0,2,False,False,False,True,False,False
sess_000402,tiktok,short_video,acct_000110,25_plus,APAC,135,2025-12-11T01:50:00,78,news,0.0668,0.3353,0.5291,0.0688,19,,,0.0215,0.2146,0.3141,0.0837,0.1944,0.0741,0.1183,trend_09,0.1708,-0.0035,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000403,facebook,live,acct_000413,u18,APAC,28,2025-11-02T16:42:00,1697,lifestyle,0.4607,0.3793,0.0584,0.1015,13,0.1193,0.1797,0.3348,0.2308,0.0662,0.0543,0.0309,0.2302,0.4042,trend_06,0.1581,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000404,tiktok,live,acct_001554,unknown,APAC,356,2025-12-21T14:44:00,1717,education,0.223,0.5517,0.0099,0.2154,31,0.1537,0.0474,1.6212,0.1246,0.0255,0.084,0.0512,0.2372,0.1554,trend_10,0.1201,0.0,high,low,False,none,False,unknown,none,0,1,True,False,False,False,False,False
sess_000405,facebook,live,acct_000982,u18,EU,501,2025-11-10T10:35:00,2474,music,0.5088,0.1601,0.074,0.2572,72,0.1808,0.0492,0.7811,0.0705,0.0798,0.0172,0.2562,0.2195,0.3947,trend_33,0.1748,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000406,instagram,live,acct_001408,18_24,MEA,40,2025-11-08T11:01:00,847,news,0.1178,0.2449,0.3754,0.2619,71,0.2984,0.143,0.2517,0.1471,0.0988,0.0052,0.2454,0.1647,0.2277,trend_28,0.153,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000407,tiktok,short_video,acct_001907,18_24,NA,236,2025-11-27T20:27:00,73,beauty,0.1697,0.598,0.1751,0.0572,36,,,0.1367,0.0559,0.1389,0.0537,0.0481,0.356,0.103,trend_13,0.1612,0.0194,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000408,tiktok,short_video,acct_001917,18_24,LATAM,125,2025-12-30T03:07:00,20,lifestyle,0.2027,0.0546,0.6632,0.0796,58,,,0.0091,0.2836,0.1134,0.1642,0.3806,0.0959,0.271,trend_04,0.1979,0.0186,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000409,tiktok,short_video,acct_001121,18_24,NA,502,2025-11-08T21:32:00,90,beauty,0.6528,0.269,0.0759,0.0023,23,,,0.2464,0.188,0.0789,0.028,0.3498,0.0736,0.2443,trend_36,0.1507,-0.0349,high,low,False,none,False,unknown,none,0,0,False,False,False,False,True,False
sess_000410,facebook,short_video,acct_000477,25_plus,APAC,507,2025-11-27T18:29:00,21,music,,,,1.0,46,,,0.0156,0.2702,0.1632,0.0456,0.2591,0.0966,0.1518,trend_37,0.152,0.0152,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000411,youtube,live,acct_000661,18_24,MEA,324,2025-11-18T18:21:00,706,lifestyle,0.2922,0.434,0.2262,0.0476,22,0.2835,0.0731,0.2502,0.0127,0.0417,0.0604,0.0123,0.2387,0.1125,trend_38,0.097,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000412,tiktok,live,acct_000949,u18,EU,248,2025-11-07T21:02:00,710,music,0.2564,0.4286,0.3008,0.0142,94,0.0694,0.0252,0.442,0.0472,0.033,0.0441,0.0696,0.0853,0.334,trend_10,0.0871,0.0,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000413,facebook,live,acct_001671,18_24,NA,167,2025-12-20T08:48:00,1767,general,0.0894,0.6573,0.249,0.0042,94,0.1904,0.0715,0.1865,0.1568,0.2272,0.0194,0.1284,0.0155,0.3907,trend_16,0.1373,0.0,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000414,instagram,live,acct_001234,unknown,LATAM,373,2025-11-19T16:40:00,2233,general,0.4413,0.2832,0.0387,0.2368,169,0.1045,0.0873,1.0379,0.1721,0.1152,0.1698,0.0977,0.0603,0.1131,trend_04,0.1088,0.0,high,low,False,none,False,unknown,none,0,2,False,False,False,False,True,False
sess_000415,instagram,live,acct_000425,18_24,MEA,472,2025-12-29T11:05:00,2210,general,0.3583,0.4692,0.1255,0.0471,74,0.239,0.418,1.2591,0.1817,0.0607,0.0692,0.1424,0.0547,0.0812,trend_22,0.0912,0.0,high,low,False,none,False,unknown,none,0,0,True,False,False,False,False,False
sess_000416,tiktok,live,acct_000021,u18,LATAM,257,2025-12-14T10:31:00,1060,fitness,0.1637,0.1506,0.1529,0.5328,83,0.0452,0.0286,0.5189,0.0354,0.0824,0.0904,0.0673,0.1194,0.408,trend_19,0.1178,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000417,instagram,short_video,acct_001041,u18,NA,215,2025-12-20T16:57:00,69,general,0.4448,0.4042,0.0639,0.0872,50,,,0.1066,0.1654,0.0479,0.0963,0.1806,0.0413,0.0951,trend_43,0.0936,0.0231,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000418,facebook,short_video,acct_000942,u18,MEA,454,2025-11-03T22:43:00,37,fitness,0.6391,0.1213,0.2132,0.0263,24,,,0.269,0.2208,0.2264,0.3688,0.0254,0.1115,0.5264,trend_18,0.2016,0.0417,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000419,facebook,short_video,acct_001873,18_24,EU,801,2025-12-01T20:25:00,71,gaming,0.2415,0.4779,0.2007,0.0799,42,,,0.0573,0.3408,0.2049,0.0479,0.0211,0.1292,0.4031,trend_20,0.171,-0.0169,high,low,False,none,False,unknown,none,0,0,False,False,True,False,True,False
sess_000420,instagram,short_video,acct_000006,25_plus,MEA,154,2025-11-30T00:49:00,39,music,0.5323,0.1245,0.294,0.0492,17,,,0.3728,0.0572,0.0335,0.0368,0.3163,0.2921,0.1629,trend_01,0.173,0.0274,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000421,instagram,short_video,acct_000500,u18,APAC,393,2025-11-04T06:22:00,81,education,0.4559,0.3712,0.0303,0.1425,16,,,0.0437,0.3844,0.1552,0.0552,0.1303,0.0775,0.2359,trend_42,0.1545,-0.0144,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,True
sess_000422,tiktok,short_video,acct_001580,18_24,MEA,439,2025-11-04T07:28:00,28,gaming,0.1645,0.6474,0.1045,0.0836,32,,,0.0499,0.4261,0.1776,0.0862,0.1523,0.1683,0.0968,trend_13,0.183,0.0205,high,low,False,none,False,unknown,none,0,0,False,False,True,False,False,False
sess_000423,facebook,short_video,acct_001365,18_24,,351,2025-11-28T17:48:00,58,music,0.5748,0.1652,0.258,0.0019,35,,,0.0573,0.0403,0.0094,0.0298,0.032,0.2242,0.0704,trend_28,0.0855,-0.0181,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000424,youtube,short_video,acct_001696,18_24,LATAM,301,2025-12-18T08:33:00,14,lifestyle,,,,,21,,,0.6518,0.4627,0.0755,0.0204,0.0099,0.2648,0.1809,trend_26,0.1515,-0.0281,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000425,facebook,short_video,acct_000587,18_24,MEA,109,2025-11-09T22:12:00,90,lifestyle,0.5308,0.2128,0.0805,0.1759,26,,,0.0312,0.2026,0.0187,0.0682,0.2663,0.195,0.1481,trend_07,0.1526,0.011,high,low,False,none,False,unknown,none,0,0,False,False,False,True,False,False
sess_000426,instagram,live,acct_000771,18_24,LATAM,221,2025-12-02T07:06:00,3256,gaming,0.3799,0.2395,0.3228,0.0578,57,0.3787,0.1194,0.9382,0.2776,0.0185,0.1863,0.0103,0.1407,0.2441,trend_34,0.1217,0.0,high,low,False,none,False,unknown,none,3,1,False,False,False,False,False,False
sess_000427,tiktok,short_video,acct_001490,25_plus,APAC,356,2025-11-27T05:46:00,86,fitness,0.012,0.26,0.6556,0.0723,19,,,0.1153,0.2495,0.1442,0.144,0.0461,0.0044,0.0909,trend_30,0.0947,0.0145,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000428,tiktok,live,acct_001659,u18,LATAM,441,2025-11-01T13:57:00,684,comedy,0.3275,0.3015,0.0156,0.3553,162,0.1034,0.0733,0.3491,0.1988,0.3361,0.0207,0.1932,0.0373,0.0356,trend_32,0.1487,0.0,high,low,False,none,False,unknown,none,0,1,False,False,False,False,True,False
sess_000429,youtube,short_video,acct_001288,18_24,EU,479,2025-12-04T02:44:00,62,music,0.2211,0.4357,0.1699,0.1733,11,,,0.0301,0.1111,0.212,0.0202,0.0799,0.1064,0.4165,trend_13,0.1478,0.0104,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000430,youtube,live,acct_001715,18_24,APAC,279,2025-12-29T12:15:00,3127,sports,0.2369,0.5277,0.1651,0.0703,42,0.0514,0.1524,0.6485,0.0196,0.0856,0.0728,0.2034,0.08,0.3074,trend_23,0.1182,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,True,False
sess_000431,instagram,live,acct_000146,18_24,APAC,338,2025-11-25T11:20:00,1880,lifestyle,0.6578,0.1105,0.0714,0.1603,176,0.2479,0.2473,0.3295,0.3555,0.075,0.0632,0.03,0.0881,0.1452,trend_07,0.1101,0.0,high,low,False,none,False,unknown,none,0,2,False,False,False,False,False,False
sess_000432,instagram,live,acct_001998,18_24,EU,463,2025-11-27T02:31:00,311,music,0.3455,0.2542,0.0545,0.3458,53,0.0846,0.2622,0.5776,0.1473,0.149,0.028,0.2554,0.0639,0.2416,trend_34,0.1413,0.0,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000433,facebook,live,acct_000528,25_plus,EU,279,2025-12-02T12:15:00,756,sports,,,,,94,0.1059,0.2181,4.7155,0.3061,0.1785,0.0401,0.1465,0.2508,0.2149,trend_40,0.1871,0.0,high,low,False,none,False,unknown,none,3,0,True,False,False,False,False,False
sess_000434,facebook,live,acct_000006,unknown,NA,645,2025-12-04T20:08:00,1880,news,0.2378,0.357,0.0892,0.3159,465,0.2165,0.0963,1.8002,0.4748,0.0883,0.1148,0.1652,0.14,0.0725,trend_03,0.1641,0.0,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000435,tiktok,short_video,acct_000682,18_24,MEA,403,2025-12-27T20:50:00,19,lifestyle,0.1505,0.5807,0.1551,0.1138,9,,,0.1218,0.1431,0.1275,0.0185,0.0814,0.1798,0.5571,trend_05,0.1678,0.019,high,low,False,none,False,unknown,none,1,1,False,False,False,False,False,False
sess_000436,facebook,short_video,acct_001688,18_24,LATAM,46,2025-12-16T09:22:00,15,lifestyle,0.3446,0.6317,0.0063,0.0174,80,,,0.0595,0.1062,0.3019,0.0578,0.0361,0.1019,0.2513,trend_36,0.1451,0.0086,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000437,youtube,live,acct_000744,25_plus,APAC,211,2025-11-17T10:46:00,2815,comedy,0.0514,0.3515,0.5125,0.0846,62,0.0469,0.1041,0.3275,0.2054,0.0397,0.2136,0.0598,0.3492,0.1264,trend_12,0.1759,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,True,False,False
sess_000438,instagram,short_video,acct_001188,u18,LATAM,208,2025-12-12T07:20:00,83,lifestyle,0.785,0.1019,0.0001,0.1129,96,,,0.1159,0.0829,0.1472,0.0232,0.0699,0.1675,0.827,trend_30,0.1868,0.0361,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000439,tiktok,short_video,acct_000008,18_24,APAC,150,2025-11-29T20:27:00,66,fitness,0.2105,0.5669,0.1139,0.1087,10,,,0.0539,0.1571,0.0757,0.0412,0.2001,0.2779,0.0307,trend_34,0.1565,0.0337,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000440,tiktok,short_video,acct_000108,18_24,APAC,650,2025-12-24T16:44:00,55,beauty,0.0677,0.2345,0.4221,0.2757,15,,,0.0501,0.4003,0.2313,0.1765,0.1323,0.1572,0.3733,trend_19,0.2217,0.0211,high,low,False,none,False,unknown,none,0,1,False,False,True,True,False,False
sess_000441,facebook,short_video,acct_000707,18_24,MEA,832,2025-11-23T12:22:00,52,general,0.34,0.3368,0.1364,0.1868,41,,,0.1708,0.1877,0.071,0.1434,0.1448,0.0288,0.0694,trend_28,0.0935,0.018,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000442,tiktok,short_video,acct_001906,u18,NA,164,2025-11-06T08:34:00,24,sports,0.0571,0.3006,0.6256,0.0167,18,,,0.1169,0.152,0.0266,0.061,0.0177,0.1012,0.1053,trend_33,0.0722,-0.0041,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000443,tiktok,short_video,acct_001270,18_24,APAC,453,2025-12-07T21:39:00,78,sports,0.2828,0.2469,0.365,0.1053,15,,,0.0395,0.0285,0.0475,0.1029,0.083,0.1725,0.1653,trend_12,0.104,-0.0029,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000444,instagram,live,acct_001715,25_plus,MEA,107,2025-12-21T05:55:00,1205,beauty,0.4504,0.1472,0.2377,0.1648,174,0.1364,0.0506,0.2842,0.0372,0.0852,0.0929,0.2077,0.1583,0.2022,trend_29,0.1344,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000445,facebook,live,acct_000338,25_plus,NA,152,2025-11-20T00:00:00,1571,sports,0.2675,0.4098,0.1602,0.1624,155,0.1359,0.4791,0.9854,0.1992,0.0278,0.1985,0.097,0.0597,0.1196,trend_01,0.096,0.0,high,low,False,none,False,unknown,none,0,1,False,False,False,False,True,False
sess_000446,instagram,live,acct_000878,u18,APAC,670,2025-12-30T01:32:00,2454,lifestyle,0.1253,0.4411,0.0573,0.3762,69,0.2593,0.3271,5.9156,0.1885,0.0554,0.1003,0.0773,0.201,0.0891,trend_36,0.1239,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000447,tiktok,live,acct_001923,25_plus,MEA,359,2025-12-28T01:16:00,2104,lifestyle,,,,,61,0.0464,0.1028,0.3829,0.023,0.0795,0.4376,0.0366,0.2079,0.1872,trend_20,0.1467,0.0,high,low,False,none,False,unknown,none,0,3,False,False,False,False,False,True
sess_000448,instagram,short_video,acct_001986,18_24,LATAM,87,2025-12-26T17:47:00,31,gaming,0.224,0.4606,0.2668,0.0486,9,,,0.1206,0.2096,0.1462,0.0508,0.121,0.0491,0.6047,trend_32,0.1584,0.0276,high,low,False,none,False,unknown,none,1,0,False,False,False,False,False,True
sess_000449,instagram,short_video,acct_001631,25_plus,MEA,441,2025-11-07T16:25:00,21,general,0.2017,0.209,0.2728,0.3165,14,,,0.2824,0.1287,0.0667,0.0917,0.0363,0.247,0.2909,trend_20,0.1441,-0.0046,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000450,youtube,live,acct_001279,u18,LATAM,426,2025-12-13T13:36:00,2284,education,0.5029,0.4559,0.0151,0.0261,64,0.3196,0.1412,1.4644,0.1685,0.2672,0.0385,0.2792,0.2958,0.4638,trend_38,0.2623,0.0,high,low,False,none,False,unknown,none,0,1,False,False,True,False,False,False
sess_000451,tiktok,short_video,acct_001621,unknown,LATAM,396,2025-11-11T08:17:00,85,sports,0.328,0.0168,0.3665,0.2887,8,,,0.1374,0.0233,0.3341,0.3401,0.2678,0.0749,0.063,trend_13,0.1858,-0.0171,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000452,youtube,live,acct_000666,18_24,APAC,110,2025-11-14T09:18:00,3103,lifestyle,0.3787,0.4263,0.1158,0.0793,107,0.0873,0.0722,0.3141,0.164,0.1266,0.0446,0.3029,0.1943,0.5593,trend_30,0.2169,0.0,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000453,tiktok,short_video,acct_000792,u18,EU,124,2025-12-08T00:39:00,53,education,0.4819,0.3241,0.1397,0.0543,29,,,0.0194,0.052,0.1705,0.1307,0.0223,0.3786,0.1874,trend_32,0.1856,0.0019,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000454,instagram,short_video,acct_000942,25_plus,NA,1268,2025-12-29T14:32:00,27,beauty,0.0384,0.0967,0.3861,0.4787,47,,,0.1554,0.0062,0.1361,0.2049,0.042,0.028,0.075,trend_12,0.0741,-0.0072,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000455,facebook,live,acct_001331,25_plus,EU,298,2025-12-29T10:57:00,2413,general,0.2815,0.6034,0.0839,0.0312,45,0.2209,0.1406,0.3344,0.1372,0.0622,0.0673,0.0596,0.1594,0.4501,trend_09,0.1372,0.0,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000456,tiktok,short_video,acct_001225,unknown,APAC,758,2025-12-11T01:57:00,85,sports,0.0284,0.1928,0.4551,0.3237,18,,,0.0228,0.3328,0.0316,0.0309,0.1315,0.2028,0.2899,trend_10,0.1594,-0.0384,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000457,tiktok,live,acct_001208,unknown,MEA,379,2025-12-30T10:14:00,2937,education,0.1689,0.3514,0.1995,0.2803,109,0.0846,0.0736,0.3142,0.2693,0.0636,0.1205,0.2243,0.8243,0.0885,trend_17,0.3384,0.0,high,low,False,none,False,unknown,none,2,2,False,False,True,False,False,False
sess_000458,youtube,short_video,acct_000242,25_plus,NA,330,2025-12-09T02:23:00,71,lifestyle,0.018,0.2313,0.4097,0.3409,9,,,0.0539,0.2464,0.0443,0.0478,0.1722,0.3064,0.3689,trend_25,0.1978,0.019,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000459,tiktok,short_video,acct_000953,25_plus,MEA,197,2025-12-23T11:35:00,21,music,0.4232,0.3295,0.2336,0.0137,22,,,0.1543,0.0882,0.1047,0.0134,0.1125,0.0813,0.5294,trend_13,0.1309,-0.0089,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000460,tiktok,short_video,acct_001778,18_24,LATAM,754,2025-12-18T00:40:00,31,fitness,0.5972,0.2457,0.106,0.0511,14,,,0.3713,0.1299,0.464,0.195,0.0771,0.0254,0.1575,trend_04,0.1739,-0.0168,high,low,False,none,False,unknown,none,0,0,True,False,False,False,False,False
sess_000461,facebook,live,acct_001325,25_plus,LATAM,305,2025-12-16T19:59:00,2107,gaming,0.3729,0.2248,0.3533,0.049,525,0.2185,0.2399,0.599,0.4524,0.2261,0.1149,0.0467,0.2463,0.1347,trend_07,0.2064,0.0,high,low,False,none,False,unknown,none,0,0,False,False,True,False,False,False
sess_000462,instagram,short_video,acct_001040,18_24,APAC,296,2025-11-05T20:54:00,36,news,0.4389,0.3303,0.0742,0.1566,25,,,0.0453,0.1822,0.0654,0.0533,0.2995,0.1029,0.0227,trend_13,0.1266,-0.0253,high,low,False,none,False,unknown,none,0,0,False,False,False,False,True,False
sess_000463,instagram,short_video,acct_001608,18_24,APAC,199,2025-12-12T09:51:00,86,gaming,0.0994,0.4133,0.0962,0.3912,69,,,0.0561,0.083,0.0471,0.3156,0.2082,0.152,0.02,trend_07,0.1339,-0.0072,high,low,False,none,False,unknown,none,1,0,False,False,False,False,True,False
sess_000464,instagram,live,acct_000045,18_24,EU,734,2025-11-22T21:21:00,2813,news,0.8435,0.0832,0.0559,0.0173,39,0.0328,0.1847,2.633,0.2814,0.189,0.0051,0.1034,0.0905,0.103,trend_01,0.1301,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000465,facebook,short_video,acct_001763,18_24,EU,363,2025-12-27T14:58:00,33,comedy,0.0299,0.507,0.2389,0.2242,13,,,0.0441,0.3563,0.416,0.1232,0.0502,0.0385,0.1455,trend_04,0.181,0.0157,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000466,facebook,live,acct_000071,18_24,LATAM,880,2025-11-02T15:09:00,852,sports,0.1455,0.6265,0.2175,0.0105,57,0.0694,0.0474,0.3623,0.0042,0.3873,0.011,0.1012,0.2646,0.247,trend_37,0.2038,0.0,high,low,False,none,False,unknown,none,0,2,False,False,False,True,False,False
sess_000467,tiktok,live,acct_000570,18_24,NA,337,2025-12-30T21:30:00,962,sports,0.297,0.174,0.4978,0.0312,799,0.6544,0.1032,0.7975,0.2036,0.1027,0.0648,0.003,0.3905,0.1728,trend_11,0.1807,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,True,False
sess_000468,tiktok,live,acct_001772,25_plus,MEA,29,2025-11-26T20:28:00,587,comedy,0.2365,0.0816,0.6159,0.066,399,0.2806,0.0874,0.6829,0.0625,0.3843,0.0243,0.3669,0.2826,0.6829,trend_30,0.3079,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000469,youtube,live,acct_001830,18_24,MEA,1205,2025-11-23T06:22:00,955,fitness,0.005,0.423,0.4034,0.1686,21,0.4338,0.1627,2.467,0.1484,0.1419,0.0045,0.1385,0.3772,0.2748,trend_19,0.2075,0.0,high,low,False,none,False,unknown,none,0,0,True,False,False,False,False,False
sess_000470,instagram,short_video,acct_000946,25_plus,APAC,433,2025-11-29T00:26:00,26,news,0.0943,0.1167,0.4091,0.3799,20,,,0.0797,0.1747,0.0978,0.1135,0.1305,0.1551,0.2997,trend_24,0.1507,0.0231,high,low,False,none,False,unknown,none,1,1,False,False,False,False,False,False
sess_000471,youtube,short_video,acct_000890,u18,NA,83,2025-12-30T03:03:00,27,news,0.0906,0.5868,0.2067,0.116,9,,,0.0211,0.253,0.0209,0.0455,0.0508,0.1076,0.0519,trend_37,0.084,0.0192,high,low,False,none,False,unknown,none,0,0,False,False,True,False,False,False
sess_000472,tiktok,short_video,acct_000824,18_24,EU,389,2025-12-06T20:01:00,43,music,0.225,0.0736,0.1147,0.5866,5,,,0.1636,0.2753,0.012,0.0305,0.0472,0.086,0.1207,trend_25,0.0834,-0.0009,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000473,facebook,short_video,acct_000633,25_plus,APAC,386,2025-12-04T08:20:00,57,comedy,0.1252,0.2492,0.3376,0.2879,19,,,0.0591,0.3403,0.0485,0.1625,0.5299,0.0791,0.0635,trend_43,0.1916,-0.0096,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000474,youtube,live,acct_001443,unknown,MEA,413,2025-12-23T10:43:00,2337,beauty,0.0038,0.4447,0.2589,0.2926,32,0.4016,0.0299,0.5664,0.026,0.1955,0.0339,0.1402,0.0697,0.275,trend_22,0.1218,0.0,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000475,tiktok,short_video,acct_000235,18_24,MEA,43,2025-11-19T01:19:00,23,fitness,0.1439,0.7273,0.0181,0.1107,8,,,0.0629,0.3942,0.1475,0.1245,0.1257,0.0773,0.0929,trend_18,0.1457,0.0209,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000476,youtube,short_video,acct_000120,18_24,EU,107,2025-12-06T12:14:00,84,general,0.2482,0.3862,0.0591,0.3065,24,,,0.017,0.2121,0.0958,0.2333,0.0263,0.1543,0.09,trend_38,0.1268,0.0387,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000477,tiktok,short_video,acct_001736,18_24,APAC,681,2025-12-18T12:13:00,63,news,0.2032,0.5722,0.1608,0.0638,23,,,0.0406,0.1014,0.0347,0.2008,0.3358,0.0847,0.3207,trend_22,0.1561,0.0089,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000478,tiktok,short_video,acct_001363,25_plus,EU,336,2025-11-28T12:55:00,30,general,0.1255,0.2727,0.5071,0.0947,18,,,0.1258,0.0549,0.1166,0.0466,0.1713,0.0536,0.23,trend_09,0.1057,-0.0053,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000479,facebook,live,acct_000492,unknown,LATAM,216,2025-12-01T16:21:00,1253,news,0.5836,0.0485,0.0247,0.3432,83,0.1326,0.0688,0.8874,0.0257,0.08,0.0434,0.0451,0.0987,0.379,trend_34,0.0987,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,True
sess_000480,tiktok,short_video,acct_000308,18_24,EU,248,2025-12-04T22:25:00,65,sports,0.17,0.3952,0.4285,0.0063,11,,,0.105,0.0118,0.0296,0.0749,0.0181,0.0906,0.0683,trend_17,0.0509,-0.0512,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000481,instagram,short_video,acct_000225,18_24,MEA,237,2025-12-22T11:38:00,69,news,0.3275,0.2694,0.0313,0.3718,15,,,0.0281,0.0311,0.0555,0.046,0.1675,0.0539,0.0462,trend_04,0.0704,-0.0156,high,low,False,none,False,unknown,none,1,0,False,False,False,False,False,False
sess_000482,facebook,live,acct_001505,18_24,EU,49,2025-11-29T06:56:00,683,beauty,0.4218,0.2659,0.3116,0.0007,319,0.1701,0.1462,0.4958,0.0367,0.0878,0.1502,0.1059,0.4138,0.3971,trend_12,0.2134,0.0,high,low,False,none,False,unknown,none,0,1,True,False,False,False,False,True
sess_000483,facebook,live,acct_001861,18_24,MEA,495,2025-12-09T23:24:00,2847,education,0.2675,0.5398,0.0093,0.1834,156,0.2237,0.0982,0.3624,0.1896,0.1853,0.1887,0.1951,0.3012,0.0358,trend_34,0.2054,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,True,False,False
sess_000484,instagram,short_video,acct_001647,25_plus,LATAM,63,2025-11-18T00:55:00,71,education,0.2867,0.2271,0.2139,0.2724,21,,,0.0905,0.0284,0.3577,0.0666,0.1824,0.1453,0.3974,trend_05,0.202,-0.0003,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,True
